PYROEXPORT ROOT
RootFile, Data2208.root
HistTitle, hvt_2
XAxis, 
YAxis, 
NBins, 8192
DATA
lower bin edge, bin content, bin error 
1331, 5, 2.23607
1332, 5, 2.23607
1333, 3, 1.73205
1334, 4, 2
1335, 4, 2
1336, 6, 2.44949
1337, 2, 1.41421
1338, 3, 1.73205
1339, 8, 2.82843
1340, 3, 1.73205
1341, 3, 1.73205
1342, 8, 2.82843
1343, 2, 1.41421
1344, 7, 2.64575
1345, 2, 1.41421
1346, 5, 2.23607
1347, 3, 1.73205
1348, 2, 1.41421
1349, 6, 2.44949
1350, 4, 2
1351, 4, 2
1352, 4, 2
1353, 1, 1
1354, 4, 2
1355, 3, 1.73205
1356, 5, 2.23607
1357, 3, 1.73205
1358, 4, 2
1359, 3, 1.73205
1360, 3, 1.73205
1361, 4, 2
1362, 4, 2
1363, 4, 2
1364, 9, 3
1365, 2, 1.41421
1366, 7, 2.64575
1367, 3, 1.73205
1368, 5, 2.23607
1369, 8, 2.82843
1370, 2, 1.41421
1371, 6, 2.44949
1372, 2, 1.41421
1373, 10, 3.16228
1374, 3, 1.73205
1375, 5, 2.23607
1376, 2, 1.41421
1377, 6, 2.44949
1378, 4, 2
1379, 4, 2
1380, 2, 1.41421
1381, 3, 1.73205
1382, 8, 2.82843
1383, 2, 1.41421
1384, 4, 2
1385, 2, 1.41421
1386, 4, 2
1387, 5, 2.23607
1388, 6, 2.44949
1389, 2, 1.41421
1390, 6, 2.44949
1391, 6, 2.44949
1392, 4, 2
1393, 7, 2.64575
1394, 6, 2.44949
1395, 1, 1
1396, 2, 1.41421
1397, 4, 2
1398, 5, 2.23607
1399, 1, 1
1400, 6, 2.44949
1401, 4, 2
1402, 3, 1.73205
1403, 4, 2
1404, 2, 1.41421
1405, 3, 1.73205
1406, 3, 1.73205
1407, 3, 1.73205
1408, 3, 1.73205
1409, 4, 2
1410, 6, 2.44949
1411, 8, 2.82843
1412, 4, 2
1413, 10, 3.16228
1414, 3, 1.73205
1415, 3, 1.73205
1416, 2, 1.41421
1417, 6, 2.44949
1418, 1, 1
1419, 5, 2.23607
1420, 4, 2
1421, 1, 1
1422, 2, 1.41421
1423, 6, 2.44949
1424, 7, 2.64575
1425, 5, 2.23607
1426, 8, 2.82843
1427, 3, 1.73205
1428, 3, 1.73205
1429, 2, 1.41421
1430, 6, 2.44949
1431, 3, 1.73205
1432, 7, 2.64575
1433, 5, 2.23607
1434, 3, 1.73205
1435, 5, 2.23607
1436, 3, 1.73205
1437, 2, 1.41421
1438, 3, 1.73205
1439, 8, 2.82843
1440, 6, 2.44949
1441, 8, 2.82843
1442, 2, 1.41421
1443, 2, 1.41421
1444, 2, 1.41421
1445, 5, 2.23607
1446, 5, 2.23607
1447, 6, 2.44949
1448, 7, 2.64575
1449, 2, 1.41421
1450, 5, 2.23607
1451, 5, 2.23607
1452, 5, 2.23607
1453, 6, 2.44949
1454, 4, 2
1455, 2, 1.41421
1456, 5, 2.23607
1457, 6, 2.44949
1458, 4, 2
1459, 2, 1.41421
1460, 5, 2.23607
1461, 3, 1.73205
1462, 2, 1.41421
1463, 9, 3
1464, 5, 2.23607
1465, 1, 1
1466, 8, 2.82843
1467, 0, 0
1468, 3, 1.73205
1469, 2, 1.41421
1470, 7, 2.64575
1471, 2, 1.41421
1472, 3, 1.73205
1473, 5, 2.23607
1474, 3, 1.73205
1475, 6, 2.44949
1476, 2, 1.41421
1477, 2, 1.41421
1478, 3, 1.73205
1479, 2, 1.41421
1480, 3, 1.73205
1481, 5, 2.23607
1482, 4, 2
1483, 3, 1.73205
1484, 7, 2.64575
1485, 2, 1.41421
1486, 5, 2.23607
1487, 4, 2
1488, 4, 2
1489, 0, 0
1490, 0, 0
1491, 5, 2.23607
1492, 5, 2.23607
1493, 4, 2
1494, 6, 2.44949
1495, 7, 2.64575
1496, 7, 2.64575
1497, 3, 1.73205
1498, 3, 1.73205
1499, 3, 1.73205
1500, 7, 2.64575
1501, 5, 2.23607
1502, 8, 2.82843
1503, 3, 1.73205
1504, 3, 1.73205
1505, 3, 1.73205
1506, 9, 3
1507, 5, 2.23607
1508, 2, 1.41421
1509, 0, 0
1510, 5, 2.23607
1511, 6, 2.44949
1512, 3, 1.73205
1513, 7, 2.64575
1514, 0, 0
1515, 1, 1
1516, 5, 2.23607
1517, 2, 1.41421
1518, 2, 1.41421
1519, 4, 2
1520, 1, 1
1521, 8, 2.82843
1522, 4, 2
1523, 2, 1.41421
1524, 1, 1
1525, 4, 2
1526, 3, 1.73205
1527, 4, 2
1528, 2, 1.41421
1529, 2, 1.41421
1530, 2, 1.41421
1531, 2, 1.41421
1532, 6, 2.44949
1533, 4, 2
1534, 5, 2.23607
1535, 7, 2.64575
1536, 5, 2.23607
1537, 7, 2.64575
1538, 1, 1
1539, 0, 0
1540, 1, 1
1541, 5, 2.23607
1542, 5, 2.23607
1543, 1, 1
1544, 5, 2.23607
1545, 5, 2.23607
1546, 4, 2
1547, 4, 2
1548, 5, 2.23607
1549, 5, 2.23607
1550, 4, 2
1551, 4, 2
1552, 4, 2
1553, 2, 1.41421
1554, 7, 2.64575
1555, 2, 1.41421
1556, 4, 2
1557, 4, 2
1558, 6, 2.44949
1559, 4, 2
1560, 6, 2.44949
1561, 4, 2
1562, 5, 2.23607
1563, 6, 2.44949
1564, 4, 2
1565, 6, 2.44949
1566, 2, 1.41421
1567, 2, 1.41421
1568, 1, 1
1569, 7, 2.64575
1570, 5, 2.23607
1571, 4, 2
1572, 2, 1.41421
1573, 5, 2.23607
1574, 6, 2.44949
1575, 5, 2.23607
1576, 5, 2.23607
1577, 2, 1.41421
1578, 3, 1.73205
1579, 5, 2.23607
1580, 3, 1.73205
1581, 5, 2.23607
1582, 3, 1.73205
1583, 6, 2.44949
1584, 0, 0
1585, 7, 2.64575
1586, 2, 1.41421
1587, 2, 1.41421
1588, 3, 1.73205
1589, 2, 1.41421
1590, 3, 1.73205
1591, 3, 1.73205
1592, 7, 2.64575
1593, 1, 1
1594, 3, 1.73205
1595, 4, 2
1596, 6, 2.44949
1597, 7, 2.64575
1598, 3, 1.73205
1599, 7, 2.64575
1600, 8, 2.82843
1601, 6, 2.44949
1602, 3, 1.73205
1603, 2, 1.41421
1604, 4, 2
1605, 4, 2
1606, 4, 2
1607, 3, 1.73205
1608, 4, 2
1609, 5, 2.23607
1610, 7, 2.64575
1611, 4, 2
1612, 4, 2
1613, 4, 2
1614, 5, 2.23607
1615, 4, 2
1616, 4, 2
1617, 2, 1.41421
1618, 3, 1.73205
1619, 4, 2
1620, 7, 2.64575
1621, 3, 1.73205
1622, 7, 2.64575
1623, 2, 1.41421
1624, 5, 2.23607
1625, 6, 2.44949
1626, 6, 2.44949
1627, 2, 1.41421
1628, 4, 2
1629, 5, 2.23607
1630, 6, 2.44949
1631, 5, 2.23607
1632, 9, 3
1633, 7, 2.64575
1634, 4, 2
1635, 4, 2
1636, 6, 2.44949
1637, 5, 2.23607
1638, 3, 1.73205
1639, 7, 2.64575
1640, 4, 2
1641, 2, 1.41421
1642, 7, 2.64575
1643, 5, 2.23607
1644, 8, 2.82843
1645, 3, 1.73205
1646, 5, 2.23607
1647, 0, 0
1648, 1, 1
1649, 3, 1.73205
1650, 2, 1.41421
1651, 4, 2
1652, 4, 2
1653, 5, 2.23607
1654, 6, 2.44949
1655, 1, 1
1656, 3, 1.73205
1657, 11, 3.31662
1658, 5, 2.23607
1659, 5, 2.23607
1660, 4, 2
1661, 11, 3.31662
1662, 3, 1.73205
1663, 2, 1.41421
1664, 5, 2.23607
1665, 1, 1
1666, 1, 1
1667, 6, 2.44949
1668, 1, 1
1669, 6, 2.44949
1670, 2, 1.41421
1671, 6, 2.44949
1672, 4, 2
1673, 2, 1.41421
1674, 0, 0
1675, 6, 2.44949
1676, 5, 2.23607
1677, 3, 1.73205
1678, 7, 2.64575
1679, 6, 2.44949
1680, 5, 2.23607
1681, 2, 1.41421
1682, 0, 0
1683, 5, 2.23607
1684, 3, 1.73205
1685, 1, 1
1686, 4, 2
1687, 6, 2.44949
1688, 5, 2.23607
1689, 1, 1
1690, 3, 1.73205
1691, 1, 1
1692, 6, 2.44949
1693, 3, 1.73205
1694, 5, 2.23607
1695, 6, 2.44949
1696, 1, 1
1697, 3, 1.73205
1698, 5, 2.23607
1699, 3, 1.73205
1700, 4, 2
1701, 2, 1.41421
1702, 6, 2.44949
1703, 6, 2.44949
1704, 11, 3.31662
1705, 5, 2.23607
1706, 5, 2.23607
1707, 5, 2.23607
1708, 4, 2
1709, 7, 2.64575
1710, 6, 2.44949
1711, 7, 2.64575
1712, 2, 1.41421
1713, 6, 2.44949
1714, 3, 1.73205
1715, 6, 2.44949
1716, 6, 2.44949
1717, 6, 2.44949
1718, 3, 1.73205
1719, 1, 1
1720, 6, 2.44949
1721, 5, 2.23607
1722, 4, 2
1723, 4, 2
1724, 4, 2
1725, 3, 1.73205
1726, 3, 1.73205
1727, 5, 2.23607
1728, 2, 1.41421
1729, 6, 2.44949
1730, 2, 1.41421
1731, 3, 1.73205
1732, 7, 2.64575
1733, 1, 1
1734, 2, 1.41421
1735, 4, 2
1736, 5, 2.23607
1737, 4, 2
1738, 5, 2.23607
1739, 3, 1.73205
1740, 8, 2.82843
1741, 6, 2.44949
1742, 4, 2
1743, 2, 1.41421
1744, 4, 2
1745, 5, 2.23607
1746, 3, 1.73205
1747, 1, 1
1748, 1, 1
1749, 4, 2
1750, 3, 1.73205
1751, 3, 1.73205
1752, 4, 2
1753, 1, 1
1754, 6, 2.44949
1755, 5, 2.23607
1756, 4, 2
1757, 2, 1.41421
1758, 5, 2.23607
1759, 4, 2
1760, 3, 1.73205
1761, 7, 2.64575
1762, 2, 1.41421
1763, 5, 2.23607
1764, 5, 2.23607
1765, 5, 2.23607
1766, 5, 2.23607
1767, 7, 2.64575
1768, 8, 2.82843
1769, 5, 2.23607
1770, 4, 2
1771, 7, 2.64575
1772, 1, 1
1773, 5, 2.23607
1774, 5, 2.23607
1775, 5, 2.23607
1776, 3, 1.73205
1777, 4, 2
1778, 6, 2.44949
1779, 3, 1.73205
1780, 3, 1.73205
1781, 5, 2.23607
1782, 2, 1.41421
1783, 0, 0
1784, 5, 2.23607
1785, 5, 2.23607
1786, 4, 2
1787, 6, 2.44949
1788, 6, 2.44949
1789, 4, 2
1790, 2, 1.41421
1791, 4, 2
1792, 6, 2.44949
1793, 2, 1.41421
1794, 6, 2.44949
1795, 2, 1.41421
1796, 1, 1
1797, 6, 2.44949
1798, 5, 2.23607
1799, 6, 2.44949
1800, 2, 1.41421
1801, 4, 2
1802, 9, 3
1803, 5, 2.23607
1804, 6, 2.44949
1805, 6, 2.44949
1806, 3, 1.73205
1807, 1, 1
1808, 3, 1.73205
1809, 4, 2
1810, 5, 2.23607
1811, 2, 1.41421
1812, 6, 2.44949
1813, 3, 1.73205
1814, 4, 2
1815, 4, 2
1816, 3, 1.73205
1817, 2, 1.41421
1818, 2, 1.41421
1819, 9, 3
1820, 3, 1.73205
1821, 5, 2.23607
1822, 4, 2
1823, 4, 2
1824, 3, 1.73205
1825, 4, 2
1826, 6, 2.44949
1827, 5, 2.23607
1828, 6, 2.44949
1829, 6, 2.44949
1830, 4, 2
1831, 4, 2
1832, 2, 1.41421
1833, 4, 2
1834, 5, 2.23607
1835, 2, 1.41421
1836, 4, 2
1837, 3, 1.73205
1838, 3, 1.73205
1839, 6, 2.44949
1840, 4, 2
1841, 6, 2.44949
1842, 2, 1.41421
1843, 1, 1
1844, 3, 1.73205
1845, 5, 2.23607
1846, 1, 1
1847, 7, 2.64575
1848, 5, 2.23607
1849, 3, 1.73205
1850, 6, 2.44949
1851, 4, 2
1852, 6, 2.44949
1853, 7, 2.64575
1854, 5, 2.23607
1855, 2, 1.41421
1856, 4, 2
1857, 2, 1.41421
1858, 2, 1.41421
1859, 3, 1.73205
1860, 5, 2.23607
1861, 3, 1.73205
1862, 2, 1.41421
1863, 0, 0
1864, 1, 1
1865, 5, 2.23607
1866, 2, 1.41421
1867, 4, 2
1868, 6, 2.44949
1869, 6, 2.44949
1870, 3, 1.73205
1871, 2, 1.41421
1872, 4, 2
1873, 2, 1.41421
1874, 0, 0
1875, 3, 1.73205
1876, 4, 2
1877, 2, 1.41421
1878, 2, 1.41421
1879, 3, 1.73205
1880, 3, 1.73205
1881, 6, 2.44949
1882, 3, 1.73205
1883, 7, 2.64575
1884, 6, 2.44949
1885, 7, 2.64575
1886, 4, 2
1887, 2, 1.41421
1888, 8, 2.82843
1889, 6, 2.44949
1890, 2, 1.41421
1891, 4, 2
1892, 5, 2.23607
1893, 1, 1
1894, 3, 1.73205
1895, 1, 1
1896, 5, 2.23607
1897, 6, 2.44949
1898, 7, 2.64575
1899, 11, 3.31662
1900, 3, 1.73205
1901, 6, 2.44949
1902, 5, 2.23607
1903, 6, 2.44949
1904, 2, 1.41421
1905, 7, 2.64575
1906, 6, 2.44949
1907, 4, 2
1908, 4, 2
1909, 5, 2.23607
1910, 2, 1.41421
1911, 2, 1.41421
1912, 3, 1.73205
1913, 4, 2
1914, 6, 2.44949
1915, 6, 2.44949
1916, 7, 2.64575
1917, 8, 2.82843
1918, 4, 2
1919, 5, 2.23607
1920, 5, 2.23607
1921, 3, 1.73205
1922, 2, 1.41421
1923, 1, 1
1924, 0, 0
1925, 3, 1.73205
1926, 1, 1
1927, 5, 2.23607
1928, 2, 1.41421
1929, 4, 2
1930, 6, 2.44949
1931, 2, 1.41421
1932, 7, 2.64575
1933, 5, 2.23607
1934, 1, 1
1935, 6, 2.44949
1936, 1, 1
1937, 2, 1.41421
1938, 5, 2.23607
1939, 10, 3.16228
1940, 3, 1.73205
1941, 4, 2
1942, 6, 2.44949
1943, 6, 2.44949
1944, 5, 2.23607
1945, 5, 2.23607
1946, 1, 1
1947, 8, 2.82843
1948, 4, 2
1949, 6, 2.44949
1950, 4, 2
1951, 3, 1.73205
1952, 3, 1.73205
1953, 6, 2.44949
1954, 1, 1
1955, 4, 2
1956, 3, 1.73205
1957, 5, 2.23607
1958, 5, 2.23607
1959, 3, 1.73205
1960, 3, 1.73205
1961, 5, 2.23607
1962, 4, 2
1963, 5, 2.23607
1964, 3, 1.73205
1965, 2, 1.41421
1966, 2, 1.41421
1967, 5, 2.23607
1968, 3, 1.73205
1969, 5, 2.23607
1970, 1, 1
1971, 5, 2.23607
1972, 3, 1.73205
1973, 5, 2.23607
1974, 4, 2
1975, 5, 2.23607
1976, 4, 2
1977, 4, 2
1978, 7, 2.64575
1979, 4, 2
1980, 2, 1.41421
1981, 6, 2.44949
1982, 4, 2
1983, 6, 2.44949
1984, 13, 3.60555
1985, 3, 1.73205
1986, 5, 2.23607
1987, 3, 1.73205
1988, 7, 2.64575
1989, 5, 2.23607
1990, 9, 3
1991, 4, 2
1992, 7, 2.64575
1993, 2, 1.41421
1994, 4, 2
1995, 6, 2.44949
1996, 3, 1.73205
1997, 1, 1
1998, 2, 1.41421
1999, 2, 1.41421
2000, 7, 2.64575
2001, 2, 1.41421
2002, 4, 2
2003, 2, 1.41421
2004, 3, 1.73205
2005, 6, 2.44949
2006, 4, 2
2007, 5, 2.23607
2008, 7, 2.64575
2009, 7, 2.64575
2010, 6, 2.44949
2011, 1, 1
2012, 7, 2.64575
2013, 1, 1
2014, 2, 1.41421
2015, 4, 2
2016, 6, 2.44949
2017, 2, 1.41421
2018, 4, 2
2019, 3, 1.73205
2020, 6, 2.44949
2021, 4, 2
2022, 3, 1.73205
2023, 3, 1.73205
2024, 7, 2.64575
2025, 2, 1.41421
2026, 3, 1.73205
2027, 6, 2.44949
2028, 1, 1
2029, 7, 2.64575
2030, 5, 2.23607
2031, 3, 1.73205
2032, 9, 3
2033, 5, 2.23607
2034, 3, 1.73205
2035, 3, 1.73205
2036, 7, 2.64575
2037, 7, 2.64575
2038, 3, 1.73205
2039, 4, 2
2040, 5, 2.23607
2041, 3, 1.73205
2042, 2, 1.41421
2043, 1, 1
2044, 2, 1.41421
2045, 3, 1.73205
2046, 3, 1.73205
2047, 6, 2.44949
2048, 2, 1.41421
2049, 3, 1.73205
2050, 2, 1.41421
2051, 2, 1.41421
2052, 2, 1.41421
2053, 4, 2
2054, 4, 2
2055, 5, 2.23607
2056, 6, 2.44949
2057, 1, 1
2058, 3, 1.73205
2059, 3, 1.73205
2060, 2, 1.41421
2061, 9, 3
2062, 5, 2.23607
2063, 6, 2.44949
2064, 6, 2.44949
2065, 5, 2.23607
2066, 3, 1.73205
2067, 4, 2
2068, 2, 1.41421
2069, 5, 2.23607
2070, 5, 2.23607
2071, 3, 1.73205
2072, 3, 1.73205
2073, 6, 2.44949
2074, 4, 2
2075, 1, 1
2076, 9, 3
2077, 3, 1.73205
2078, 3, 1.73205
2079, 6, 2.44949
2080, 3, 1.73205
2081, 5, 2.23607
2082, 5, 2.23607
2083, 2, 1.41421
2084, 7, 2.64575
2085, 3, 1.73205
2086, 6, 2.44949
2087, 5, 2.23607
2088, 2, 1.41421
2089, 2, 1.41421
2090, 4, 2
2091, 3, 1.73205
2092, 5, 2.23607
2093, 2, 1.41421
2094, 7, 2.64575
2095, 3, 1.73205
2096, 3, 1.73205
2097, 4, 2
2098, 5, 2.23607
2099, 2, 1.41421
2100, 1, 1
2101, 1, 1
2102, 4, 2
2103, 5, 2.23607
2104, 5, 2.23607
2105, 10, 3.16228
2106, 3, 1.73205
2107, 3, 1.73205
2108, 7, 2.64575
2109, 4, 2
2110, 0, 0
2111, 4, 2
2112, 2, 1.41421
2113, 6, 2.44949
2114, 5, 2.23607
2115, 6, 2.44949
2116, 5, 2.23607
2117, 6, 2.44949
2118, 3, 1.73205
2119, 5, 2.23607
2120, 6, 2.44949
2121, 8, 2.82843
2122, 4, 2
2123, 7, 2.64575
2124, 7, 2.64575
2125, 2, 1.41421
2126, 5, 2.23607
2127, 5, 2.23607
2128, 5, 2.23607
2129, 4, 2
2130, 4, 2
2131, 11, 3.31662
2132, 6, 2.44949
2133, 5, 2.23607
2134, 0, 0
2135, 3, 1.73205
2136, 7, 2.64575
2137, 1, 1
2138, 3, 1.73205
2139, 1, 1
2140, 6, 2.44949
2141, 4, 2
2142, 2, 1.41421
2143, 5, 2.23607
2144, 6, 2.44949
2145, 4, 2
2146, 9, 3
2147, 5, 2.23607
2148, 3, 1.73205
2149, 4, 2
2150, 5, 2.23607
2151, 3, 1.73205
2152, 6, 2.44949
2153, 11, 3.31662
2154, 3, 1.73205
2155, 2, 1.41421
2156, 3, 1.73205
2157, 5, 2.23607
2158, 5, 2.23607
2159, 7, 2.64575
2160, 4, 2
2161, 3, 1.73205
2162, 1, 1
2163, 2, 1.41421
2164, 5, 2.23607
2165, 5, 2.23607
2166, 3, 1.73205
2167, 6, 2.44949
2168, 2, 1.41421
2169, 4, 2
2170, 5, 2.23607
2171, 4, 2
2172, 3, 1.73205
2173, 5, 2.23607
2174, 2, 1.41421
2175, 3, 1.73205
2176, 1, 1
2177, 4, 2
2178, 8, 2.82843
2179, 2, 1.41421
2180, 5, 2.23607
2181, 4, 2
2182, 3, 1.73205
2183, 2, 1.41421
2184, 6, 2.44949
2185, 9, 3
2186, 2, 1.41421
2187, 7, 2.64575
2188, 5, 2.23607
2189, 3, 1.73205
2190, 2, 1.41421
2191, 4, 2
2192, 2, 1.41421
2193, 2, 1.41421
2194, 7, 2.64575
2195, 4, 2
2196, 2, 1.41421
2197, 5, 2.23607
2198, 5, 2.23607
2199, 5, 2.23607
2200, 6, 2.44949
2201, 3, 1.73205
2202, 3, 1.73205
2203, 3, 1.73205
2204, 8, 2.82843
2205, 7, 2.64575
2206, 4, 2
2207, 4, 2
2208, 3, 1.73205
2209, 2, 1.41421
2210, 5, 2.23607
2211, 3, 1.73205
2212, 3, 1.73205
2213, 5, 2.23607
2214, 2, 1.41421
2215, 2, 1.41421
2216, 2, 1.41421
2217, 3, 1.73205
2218, 5, 2.23607
2219, 4, 2
2220, 4, 2
2221, 2, 1.41421
2222, 6, 2.44949
2223, 1, 1
2224, 8, 2.82843
2225, 6, 2.44949
2226, 3, 1.73205
2227, 4, 2
2228, 7, 2.64575
2229, 10, 3.16228
2230, 6, 2.44949
2231, 7, 2.64575
2232, 7, 2.64575
2233, 5, 2.23607
2234, 3, 1.73205
2235, 4, 2
2236, 4, 2
2237, 1, 1
2238, 4, 2
2239, 5, 2.23607
2240, 4, 2
2241, 6, 2.44949
2242, 4, 2
2243, 6, 2.44949
2244, 5, 2.23607
2245, 5, 2.23607
2246, 3, 1.73205
2247, 7, 2.64575
2248, 4, 2
2249, 8, 2.82843
2250, 1, 1
2251, 2, 1.41421
2252, 1, 1
2253, 5, 2.23607
2254, 5, 2.23607
2255, 2, 1.41421
2256, 8, 2.82843
2257, 2, 1.41421
2258, 2, 1.41421
2259, 1, 1
2260, 3, 1.73205
2261, 7, 2.64575
2262, 3, 1.73205
2263, 4, 2
2264, 7, 2.64575
2265, 2, 1.41421
2266, 5, 2.23607
2267, 2, 1.41421
2268, 6, 2.44949
2269, 3, 1.73205
2270, 4, 2
2271, 7, 2.64575
2272, 4, 2
2273, 8, 2.82843
2274, 9, 3
2275, 4, 2
2276, 2, 1.41421
2277, 1, 1
2278, 5, 2.23607
2279, 5, 2.23607
2280, 5, 2.23607
2281, 4, 2
2282, 1, 1
2283, 2, 1.41421
2284, 3, 1.73205
2285, 5, 2.23607
2286, 4, 2
2287, 0, 0
2288, 4, 2
2289, 3, 1.73205
2290, 6, 2.44949
2291, 3, 1.73205
2292, 8, 2.82843
2293, 4, 2
2294, 4, 2
2295, 6, 2.44949
2296, 5, 2.23607
2297, 5, 2.23607
2298, 8, 2.82843
2299, 3, 1.73205
2300, 6, 2.44949
2301, 5, 2.23607
2302, 9, 3
2303, 2, 1.41421
2304, 4, 2
2305, 6, 2.44949
2306, 3, 1.73205
2307, 2, 1.41421
2308, 5, 2.23607
2309, 9, 3
2310, 4, 2
2311, 4, 2
2312, 4, 2
2313, 4, 2
2314, 3, 1.73205
2315, 3, 1.73205
2316, 5, 2.23607
2317, 4, 2
2318, 5, 2.23607
2319, 3, 1.73205
2320, 8, 2.82843
2321, 2, 1.41421
2322, 3, 1.73205
2323, 6, 2.44949
2324, 8, 2.82843
2325, 6, 2.44949
2326, 8, 2.82843
2327, 4, 2
2328, 2, 1.41421
2329, 6, 2.44949
2330, 4, 2
2331, 3, 1.73205
2332, 7, 2.64575
2333, 6, 2.44949
2334, 5, 2.23607
2335, 3, 1.73205
2336, 1, 1
2337, 4, 2
2338, 4, 2
2339, 1, 1
2340, 3, 1.73205
2341, 4, 2
2342, 2, 1.41421
2343, 6, 2.44949
2344, 2, 1.41421
2345, 4, 2
2346, 5, 2.23607
2347, 6, 2.44949
2348, 7, 2.64575
2349, 5, 2.23607
2350, 5, 2.23607
2351, 5, 2.23607
2352, 3, 1.73205
2353, 3, 1.73205
2354, 2, 1.41421
2355, 2, 1.41421
2356, 5, 2.23607
2357, 4, 2
2358, 3, 1.73205
2359, 9, 3
2360, 5, 2.23607
2361, 7, 2.64575
2362, 8, 2.82843
2363, 4, 2
2364, 5, 2.23607
2365, 3, 1.73205
2366, 2, 1.41421
2367, 5, 2.23607
2368, 11, 3.31662
2369, 7, 2.64575
2370, 9, 3
2371, 1, 1
2372, 2, 1.41421
2373, 3, 1.73205
2374, 3, 1.73205
2375, 1, 1
2376, 5, 2.23607
2377, 4, 2
2378, 6, 2.44949
2379, 4, 2
2380, 1, 1
2381, 2, 1.41421
2382, 7, 2.64575
2383, 3, 1.73205
2384, 6, 2.44949
2385, 6, 2.44949
2386, 6, 2.44949
2387, 4, 2
2388, 5, 2.23607
2389, 4, 2
2390, 3, 1.73205
2391, 4, 2
2392, 2, 1.41421
2393, 4, 2
2394, 3, 1.73205
2395, 4, 2
2396, 5, 2.23607
2397, 3, 1.73205
2398, 4, 2
2399, 5, 2.23607
2400, 2, 1.41421
2401, 4, 2
2402, 3, 1.73205
2403, 6, 2.44949
2404, 1, 1
2405, 2, 1.41421
2406, 5, 2.23607
2407, 2, 1.41421
2408, 5, 2.23607
2409, 2, 1.41421
2410, 7, 2.64575
2411, 2, 1.41421
2412, 2, 1.41421
2413, 2, 1.41421
2414, 4, 2
2415, 5, 2.23607
2416, 6, 2.44949
2417, 6, 2.44949
2418, 2, 1.41421
2419, 5, 2.23607
2420, 2, 1.41421
2421, 3, 1.73205
2422, 3, 1.73205
2423, 4, 2
2424, 8, 2.82843
2425, 2, 1.41421
2426, 5, 2.23607
2427, 6, 2.44949
2428, 4, 2
2429, 4, 2
2430, 0, 0
2431, 2, 1.41421
2432, 10, 3.16228
2433, 7, 2.64575
2434, 3, 1.73205
2435, 4, 2
2436, 7, 2.64575
2437, 7, 2.64575
2438, 3, 1.73205
2439, 2, 1.41421
2440, 6, 2.44949
2441, 5, 2.23607
2442, 4, 2
2443, 10, 3.16228
2444, 0, 0
2445, 5, 2.23607
2446, 6, 2.44949
2447, 2, 1.41421
2448, 2, 1.41421
2449, 5, 2.23607
2450, 6, 2.44949
2451, 5, 2.23607
2452, 2, 1.41421
2453, 3, 1.73205
2454, 7, 2.64575
2455, 5, 2.23607
2456, 5, 2.23607
2457, 2, 1.41421
2458, 4, 2
2459, 3, 1.73205
2460, 3, 1.73205
2461, 2, 1.41421
2462, 4, 2
2463, 7, 2.64575
2464, 3, 1.73205
2465, 10, 3.16228
2466, 3, 1.73205
2467, 2, 1.41421
2468, 5, 2.23607
2469, 7, 2.64575
2470, 3, 1.73205
2471, 4, 2
2472, 2, 1.41421
2473, 3, 1.73205
2474, 2, 1.41421
2475, 2, 1.41421
2476, 0, 0
2477, 9, 3
2478, 4, 2
2479, 2, 1.41421
2480, 4, 2
2481, 4, 2
2482, 3, 1.73205
2483, 7, 2.64575
2484, 4, 2
2485, 6, 2.44949
2486, 5, 2.23607
2487, 5, 2.23607
2488, 3, 1.73205
2489, 5, 2.23607
2490, 3, 1.73205
2491, 4, 2
2492, 3, 1.73205
2493, 4, 2
2494, 4, 2
2495, 6, 2.44949
2496, 8, 2.82843
2497, 4, 2
2498, 6, 2.44949
2499, 5, 2.23607
2500, 2, 1.41421
2501, 8, 2.82843
2502, 4, 2
2503, 3, 1.73205
2504, 3, 1.73205
2505, 4, 2
2506, 4, 2
2507, 6, 2.44949
2508, 3, 1.73205
2509, 1, 1
2510, 2, 1.41421
2511, 2, 1.41421
2512, 2, 1.41421
2513, 7, 2.64575
2514, 4, 2
2515, 8, 2.82843
2516, 5, 2.23607
2517, 4, 2
2518, 3, 1.73205
2519, 3, 1.73205
2520, 6, 2.44949
2521, 8, 2.82843
2522, 4, 2
2523, 3, 1.73205
2524, 7, 2.64575
2525, 3, 1.73205
2526, 6, 2.44949
2527, 3, 1.73205
2528, 3, 1.73205
2529, 9, 3
2530, 4, 2
2531, 2, 1.41421
2532, 3, 1.73205
2533, 5, 2.23607
2534, 6, 2.44949
2535, 7, 2.64575
2536, 8, 2.82843
2537, 6, 2.44949
2538, 4, 2
2539, 4, 2
2540, 5, 2.23607
2541, 5, 2.23607
2542, 3, 1.73205
2543, 4, 2
2544, 3, 1.73205
2545, 6, 2.44949
2546, 6, 2.44949
2547, 4, 2
2548, 3, 1.73205
2549, 1, 1
2550, 1, 1
2551, 5, 2.23607
2552, 1, 1
2553, 4, 2
2554, 4, 2
2555, 3, 1.73205
2556, 7, 2.64575
2557, 7, 2.64575
2558, 1, 1
2559, 5, 2.23607
2560, 4, 2
2561, 3, 1.73205
2562, 4, 2
2563, 5, 2.23607
2564, 4, 2
2565, 3, 1.73205
2566, 1, 1
2567, 7, 2.64575
2568, 3, 1.73205
2569, 1, 1
2570, 6, 2.44949
2571, 1, 1
2572, 6, 2.44949
2573, 3, 1.73205
2574, 2, 1.41421
